ID	BlastType	SeqLength	HitAcc	HitDesc	Score	E-Value	PercentIdent	QueryStart	QueryEnd	HitStart	HitEnd
evm.model.HiC_scaffold_74.40	BLASTX1	959	XP_045114047.1	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A-like isoform X2 [Portunus trituberculatus]	1341	0.0	261/396 (65%)	1	957	138	533
evm.model.HiC_scaffold_74.41	BLASTX1	1278	KAG7168062.1	Cyclic AMP-inducible protein BP74-like, partial [Homarus americanus]	730	6e-84	171/415 (41%)	83	1273	464	863
evm.model.HiC_scaffold_74.42	BLASTX1	954	XP_037780384.1	probable low-specificity L-threonine aldolase 2 isoform X2 [Penaeus monodon]	1124	8e-150	213/324 (65%)	4	891	34	356
evm.model.HiC_scaffold_74.43	BLASTX1	333	XP_045135826.1	uncharacterized protein LOC123518851 isoform X2 [Portunus trituberculatus]	146	7e-08	33/67 (49%)	1	186	68	132
evm.model.HiC_scaffold_74.44	BLASTX1	669	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	362	6e-37	63/112 (56%)	1	336	81	192
evm.model.HiC_scaffold_74.45	No Hit Found										
evm.model.HiC_scaffold_74.46	BLASTX1	1428	KAG7159828.1	Collagen alpha-1(XV) chain-like [Homarus americanus]	253	1e-18	65/124 (52%)	1	357	523	646
evm.model.HiC_scaffold_74.47	BLASTX1	272	XP_045117098.1	LOW QUALITY PROTEIN: collagen alpha-1(XVIII) chain-like [Portunus trituberculatus]	373	6e-39	67/86 (77%)	3	260	794	879
evm.model.HiC_scaffold_74.48	BLASTX1	214	XP_045108045.1	uncharacterized protein LOC123502840 [Portunus trituberculatus]	228	3e-20	40/65 (61%)	1	195	1	65
evm.model.HiC_scaffold_74.49	BLASTN1	460	XM_042364026.1	PREDICTED: Homarus americanus vegetative cell wall protein gp1-like (LOC121864862), mRNA	319	5e-73	317/422 (75%)	39	460	253	674
evm.model.HiC_scaffold_74.5	BLASTX1	1291	XP_042203486.1	epsin-2-like isoform X9 [Homarus americanus]	1240	2e-161	317/517 (61%)	2	1291	63	569
evm.model.HiC_scaffold_74.50	BLASTX1	852	KAG7170677.1	ATP-dependent helicase brm-like, partial [Homarus americanus]	347	2e-32	67/73 (91%)	1	216	721	793
evm.model.HiC_scaffold_74.51	BLASTX1	400	XP_042213274.1	hemicentin-1-like [Homarus americanus]	505	9e-62	96/128 (75%)	13	396	28	150
evm.model.HiC_scaffold_74.52	BLASTX1	865	XP_028129883.1	uncharacterized protein LOC114325933 [Diabrotica virgifera virgifera]	509	1e-55	108/279 (38%)	1	822	335	606
evm.model.HiC_scaffold_74.53	BLASTX1	798	XP_042860943.1	RNA-binding protein Musashi homolog 2-like isoform X1 [Penaeus japonicus]	1066	7e-142	216/254 (85%)	37	798	13	260
evm.model.HiC_scaffold_74.54	BLASTX1	492	KAF0286803.1	Proclotting enzyme [Amphibalanus amphitrite]	256	3e-23	51/111 (45%)	163	492	107	216
evm.model.HiC_scaffold_74.55	BLASTX1	558	XP_042218242.1	SET and MYND domain-containing protein 4-like isoform X2 [Homarus americanus]	521	6e-60	101/180 (56%)	19	558	331	499
evm.model.HiC_scaffold_74.56	BLASTX1	2177	XP_045136205.1	V-type proton ATPase 116 kDa subunit a1-like isoform X2 [Portunus trituberculatus]	2905	0.0	593/799 (74%)	3	2177	1	799
evm.model.HiC_scaffold_74.57	BLASTX1	178	ROT68380.1	Cytochrome P450 2L1, partial [Penaeus vannamei]	198	6e-16	32/51 (62%)	2	154	321	371
evm.model.HiC_scaffold_74.58	BLASTX1	310	XP_041060358.1	bifunctional endo-1,4-beta-xylanase XylA-like [Carcharodon carcharias]	141	2e-07	29/71 (40%)	24	236	350	420
evm.model.HiC_scaffold_74.59	BLASTX1	812	XP_042203660.1	protein turtle homolog B-like [Homarus americanus]XP_042203661.1 protein turtle homolog B-like [Homarus americanus]XP_042203662.1 protein turtle homolog B-like [Homarus americanus]	954	1e-125	181/214 (84%)	109	747	49	262
evm.model.HiC_scaffold_74.6	BLASTX1	696	RKJ17262.1	mucin 17-like protein, partial [bacterium D16-50]	431	2e-47	75/183 (40%)	19	567	6	188
evm.model.HiC_scaffold_74.60	BLASTX1	1194	XP_045108561.1	chondramide synthase cmdD-like isoform X3 [Portunus trituberculatus]	1157	9e-148	250/484 (51%)	1	1194	1	479
evm.model.HiC_scaffold_74.61	BLASTX1	955	XP_042859306.1	molybdenum cofactor biosynthesis protein 1-like [Penaeus japonicus]	1152	3e-150	206/251 (82%)	1	753	96	346
evm.model.HiC_scaffold_74.62	BLASTX1	325	XP_042873349.1	uncharacterized protein LOC122253974 [Penaeus japonicus]	368	3e-39	69/108 (63%)	2	325	288	395
evm.model.HiC_scaffold_74.63	No Hit Found										
evm.model.HiC_scaffold_74.64	BLASTX1	708	XP_045128318.1	uncharacterized protein LOC123514502 [Portunus trituberculatus]	181	4e-11	32/75 (42%)	298	522	233	307
evm.model.HiC_scaffold_74.65	BLASTX1	396	KAG1681932.1	Solute carrier family 22 member 4 [Nymphon striatum]	349	6e-35	78/187 (41%)	1	396	48	234
evm.model.HiC_scaffold_74.66	BLASTN1	246	XM_018193502.1	PREDICTED: Atta colombica SRSF protein kinase 3 (LOC108687627), mRNA	75	4e-07	54/65 (83%)	130	194	111	175
evm.model.HiC_scaffold_74.67	BLASTX1	200	CEF34377.1	Variant Ionotropic Glutamate Receptor, partial [Coenobita clypeatus]	166	2e-11	33/64 (51%)	9	200	254	317
evm.model.HiC_scaffold_74.68	BLASTX1	186	XP_027224529.1	uncharacterized protein LOC113816670 [Penaeus vannamei]	157	3e-10	32/60 (53%)	7	186	64	123
evm.model.HiC_scaffold_74.69	BLASTX1	241	XP_045106091.1	ribosome-releasing factor 2, mitochondrial-like [Portunus trituberculatus]	278	3e-26	54/73 (73%)	22	240	44	114
evm.model.HiC_scaffold_74.7	BLASTN1	285	LR877218.1	Acomys russatus genome assembly, chromosome: 7	177	1e-34	175/214 (81%)	72	267	8901781	8901993
evm.model.HiC_scaffold_74.70	BLASTX1	545	XP_037779995.1	GTP-binding protein GEM-like isoform X2 [Penaeus monodon]	685	1e-87	139/182 (76%)	6	545	53	232
evm.model.HiC_scaffold_74.71	BLASTX1	1630	XP_042207121.1	tigger transposable element-derived protein 7-like [Homarus americanus]XP_042222328.1 tigger transposable element-derived protein 7-like [Homarus americanus]	634	5e-74	144/300 (48%)	29	898	15	311
evm.model.HiC_scaffold_74.72	BLASTX1	1127	XP_045136105.1	protein KRI1 homolog isoform X2 [Portunus trituberculatus]	211	6e-14	59/79 (74%)	890	1126	286	364
evm.model.HiC_scaffold_74.73	BLASTX1	229	XP_045136102.1	protein KRI1 homolog isoform X1 [Portunus trituberculatus]XP_045136103.1 protein KRI1 homolog isoform X1 [Portunus trituberculatus]XP_045136104.1 protein KRI1 homolog isoform X1 [Portunus trituberculatus]	152	3e-09	29/41 (70%)	5	127	369	409
evm.model.HiC_scaffold_74.74	BLASTX1	578	XP_042234803.1	uncharacterized protein LOC121874637 [Homarus americanus]	521	7e-60	117/180 (65%)	3	539	241	409
evm.model.HiC_scaffold_74.75	BLASTX1	1049	XP_030766435.1	piggyBac transposable element-derived protein 4-like [Sitophilus oryzae]	380	1e-36	85/214 (39%)	406	1047	139	349
evm.model.HiC_scaffold_74.76	No Hit Found										
evm.model.HiC_scaffold_74.77	BLASTX1	394	XP_045128479.1	uncharacterized protein LOC123514581 [Portunus trituberculatus]	151	3e-08	33/91 (36%)	127	393	248	338
evm.model.HiC_scaffold_74.78	BLASTX2	302	KAG1674268.1	hypothetical protein GQR58_015168 [Nymphon striatum]	339	3e-34	63/83 (75%)	1	249	184	266
evm.model.HiC_scaffold_74.79	BLASTN1	197	CP062018.1	Macrobrachium nipponense isolate FS-2020 chromosome 17	127	3e-21	140/191 (73%)	7	197	33359490	33359680
evm.model.HiC_scaffold_74.8	BLASTX1	612	KAG7157290.1	Organic cation transporter protein-like 3 [Homarus americanus]	423	4e-45	80/136 (58%)	1	408	329	464
evm.model.HiC_scaffold_74.80	No Hit Found										
evm.model.HiC_scaffold_74.81	No Hit Found										
evm.model.HiC_scaffold_74.82	BLASTX1	919	XP_042203941.1	transmembrane 9 superfamily member 2-like [Homarus americanus]	1398	0.0	290/306 (94%)	1	918	332	637
evm.model.HiC_scaffold_74.83	No Hit Found										
evm.model.HiC_scaffold_74.84	BLASTX1	553	XP_037776573.1	lachesin-like [Penaeus monodon]	469	5e-53	86/112 (76%)	218	553	207	318
evm.model.HiC_scaffold_74.85	BLASTN1	421	LR584441.1	Salmo trutta genome assembly, chromosome: 12	179	5e-35	313/443 (70%)	2	418	31331576	31331966
evm.model.HiC_scaffold_74.86	No Hit Found										
evm.model.HiC_scaffold_74.87	BLASTX1	268	XP_045129685.1	uncharacterized protein LOC123515209 [Portunus trituberculatus]	132	2e-06	30/54 (55%)	103	264	81	134
evm.model.HiC_scaffold_74.88	BLASTX1	1891	XP_042865536.1	myosin-G heavy chain-like isoform X1 [Penaeus japonicus]	178	4e-09	59/140 (42%)	1	387	1	140
evm.model.HiC_scaffold_74.89	BLASTN1	178	LR877208.1	Onychomys torridus genome assembly, chromosome: 21	93	4e-12	108/144 (75%)	39	178	997159	997301
evm.model.HiC_scaffold_74.9	BLASTX1	3567	XP_042218201.1	protein SMG7-like [Homarus americanus]	2003	0.0	487/753 (64%)	31	2220	121	860
evm.model.HiC_scaffold_74.90	BLASTX1	394	XP_045123931.1	protein amalgam-like isoform X2 [Portunus trituberculatus]	531	3e-63	94/122 (77%)	28	393	69	190
evm.model.HiC_scaffold_74.91	No Hit Found										
evm.model.HiC_scaffold_74.92	No Hit Found										
evm.model.HiC_scaffold_74.93	BLASTN1	378	AC241325.1	Pinus taeda clone PT_7Ba3500A10, complete sequence	80	2e-08	55/65 (84%)	112	176	49868	49932
evm.model.HiC_scaffold_74.94	BLASTX1	1031	XP_028129883.1	uncharacterized protein LOC114325933 [Diabrotica virgifera virgifera]	567	2e-63	125/327 (38%)	55	1029	18	336
evm.model.HiC_scaffold_74.95	BLASTX1	1527	CAG2211607.1	BTBD3_6 [Mytilus edulis]	585	3e-61	191/511 (37%)	4	1527	67	535
evm.model.HiC_scaffold_74.96	BLASTX1	486	XP_045126100.1	transient receptor potential protein-like isoform X1 [Portunus trituberculatus]XP_045126102.1 transient receptor potential protein-like isoform X1 [Portunus trituberculatus]	401	2e-41	86/150 (57%)	148	480	26	175
evm.model.HiC_scaffold_74.97	BLASTX1	573	KAG7156617.1	Zinc finger and BTB domain-containing protein 24-like 3 [Homarus americanus]	301	9e-28	93/183 (50%)	41	568	365	547
evm.model.HiC_scaffold_74.98	BLASTX1	640	XP_033761635.1	uncharacterized protein LOC117343403 [Pecten maximus]	439	1e-50	102/191 (53%)	44	604	5	193
evm.model.HiC_scaffold_74.99	BLASTX1	4499	XP_033933861.1	LOW QUALITY PROTEIN: uncharacterized protein LOC117441960 [Pseudochaenichthys georgianus]	286	4e-21	249/1121 (22%)	1017	3878	753	1810
evm.model.HiC_scaffold_75.1	No Hit Found										
evm.model.HiC_scaffold_75.10	BLASTX1	593	KAG0725379.1	Glyoxylate reductase/hydroxypyruvate reductase [Chionoecetes opilio]	524	8e-61	95/165 (57%)	1	486	285	449
evm.model.HiC_scaffold_75.11	No Hit Found										
evm.model.HiC_scaffold_75.12	BLASTX1	740	NWV24713.1	DYHC protein [Origma solitaria]	753	5e-96	135/246 (54%)	3	740	4	248
evm.model.HiC_scaffold_75.13	BLASTX1	1055	KAG0711435.1	Cytochrome P450 2L1 [Chionoecetes opilio]	1070	7e-140	198/354 (55%)	3	1055	29	382
evm.model.HiC_scaffold_75.14	BLASTX1	865	XP_042858105.1	uncharacterized protein LOC122244303 [Penaeus japonicus]	464	2e-49	103/226 (45%)	158	823	24	243
evm.model.HiC_scaffold_75.15	BLASTX1	1300	XP_037793044.1	sphingomyelin phosphodiesterase-like isoform X1 [Penaeus monodon]	1375	0.0	265/371 (71%)	102	1214	41	411
evm.model.HiC_scaffold_75.16	BLASTX1	2031	XP_037782211.1	facilitated trehalose transporter Tret1-like [Penaeus monodon]	575	2e-62	126/356 (35%)	421	1443	49	404
evm.model.HiC_scaffold_75.17	BLASTX1	735	KAG7173340.1	eva-1 C-like [Homarus americanus]	405	4e-42	132/250 (52%)	3	731	204	436
evm.model.HiC_scaffold_75.18	BLASTX1	262	XP_045134129.1	uncharacterized protein LOC123517746 isoform X1 [Portunus trituberculatus]	310	7e-31	56/87 (64%)	1	261	106	192
evm.model.HiC_scaffold_75.19	No Hit Found										
evm.model.HiC_scaffold_75.2	No Hit Found										
evm.model.HiC_scaffold_75.20	No Hit Found										
evm.model.HiC_scaffold_75.21	BLASTX1	675	XP_027229262.1	venom metalloproteinase antarease-like TtrivMP_A [Penaeus vannamei]	365	2e-36	81/184 (44%)	154	672	350	533
evm.model.HiC_scaffold_75.22	No Hit Found										
evm.model.HiC_scaffold_75.23	BLASTX1	714	CEF34377.1	Variant Ionotropic Glutamate Receptor, partial [Coenobita clypeatus]	353	8e-35	74/147 (50%)	1	441	254	400
evm.model.HiC_scaffold_75.24	BLASTX1	399	XP_042879209.1	facilitated trehalose transporter Tret1-2 homolog [Penaeus japonicus]	175	1e-11	37/88 (42%)	1	264	34	121
evm.model.HiC_scaffold_75.25	BLASTX1	1716	XP_042884586.1	uncharacterized protein LOC122261129 isoform X1 [Penaeus japonicus]	536	2e-56	135/354 (38%)	706	1701	28	373
evm.model.HiC_scaffold_75.26	BLASTX1	235	KAG0704645.1	PiggyBac transposable element-derived protein 4 [Chionoecetes opilio]	165	2e-11	39/70 (55%)	2	208	100	168
evm.model.HiC_scaffold_75.27	BLASTX1	816	XP_029594031.1	stress protein DDR48-like [Salmo trutta]	299	7e-28	75/256 (29%)	31	795	15	267
evm.model.HiC_scaffold_75.28	BLASTX1	681	XP_037804067.1	LOW QUALITY PROTEIN: molybdenum cofactor biosynthesis protein 1-like [Penaeus monodon]	1016	3e-131	177/226 (78%)	2	679	149	374
evm.model.HiC_scaffold_75.29	BLASTX1	1410	XP_014676109.1	PREDICTED: uncharacterized protein LOC106816067 [Priapulus caudatus]	750	4e-88	164/288 (56%)	562	1410	370	644
evm.model.HiC_scaffold_75.3	BLASTX1	205	MBO8666529.1	cold shock domain-containing protein [Staphylococcus aureus]	138	7e-09	28/59 (47%)	31	204	4	62
evm.model.HiC_scaffold_75.30	BLASTX1	375	XP_042210282.1	uncharacterized protein LOC121858120 [Homarus americanus]	238	3e-20	50/105 (47%)	1	315	13	114
evm.model.HiC_scaffold_75.31	No Hit Found										
evm.model.HiC_scaffold_75.32	No Hit Found										
evm.model.HiC_scaffold_75.33	BLASTX1	646	XP_011671815.1	uncharacterized protein LOC105441895 [Strongylocentrotus purpuratus]XP_011674893.1 uncharacterized protein LOC105443445 [Strongylocentrotus purpuratus]XP_030840010.1 uncharacterized protein LOC105447085 [Strongylocentrotus purpuratus]XP_030850537.1 uncharacterized protein LOC115928055 [Strongylocentrotus purpuratus]XP_030854101.1 uncharacterized protein LOC115929368 [Strongylocentrotus purpuratus]	579	2e-64	122/249 (48%)	8	640	751	999
evm.model.HiC_scaffold_75.34	No Hit Found										
evm.model.HiC_scaffold_75.35	BLASTX1	294	XP_037803642.1	uncharacterized protein LOC119598092 [Penaeus monodon]	185	3e-14	35/73 (47%)	28	246	1	73
evm.model.HiC_scaffold_75.36	BLASTX1	1228	XP_029691581.1	uncharacterized protein LOC115249667 [Takifugu rubripes]	431	9e-46	81/265 (30%)	392	1168	20	281
evm.model.HiC_scaffold_75.37	BLASTX1	505	XP_045134801.1	uncharacterized protein LOC123518176 isoform X2 [Portunus trituberculatus]	449	7e-48	91/147 (61%)	2	430	332	474
evm.model.HiC_scaffold_75.38	BLASTX1	276	XP_042229136.1	balbiani ring protein 3-like [Homarus americanus]	144	3e-08	25/64 (39%)	10	201	34	97
evm.model.HiC_scaffold_75.39	No Hit Found										
evm.model.HiC_scaffold_75.4	BLASTN1	760	OU452242.1	Furcula furcula genome assembly, chromosome: Z	163	2e-30	302/437 (69%)	110	546	6956799	6957181
evm.model.HiC_scaffold_75.40	No Hit Found										
evm.model.HiC_scaffold_75.41	BLASTX2	460	KAG1677699.1	hypothetical protein GQR58_013762 [Nymphon striatum]	194	8e-14	38/83 (45%)	211	459	1	82
evm.model.HiC_scaffold_75.42	BLASTX1	562	XP_027229262.1	venom metalloproteinase antarease-like TtrivMP_A [Penaeus vannamei]	352	5e-35	73/166 (43%)	7	498	351	516
evm.model.HiC_scaffold_75.43	No Hit Found										
evm.model.HiC_scaffold_75.44	No Hit Found										
evm.model.HiC_scaffold_75.45	BLASTX1	2701	XP_038654821.1	uncharacterized transmembrane protein DDB_G0289901-like [Scyliorhinus canicula]	1095	5e-132	244/860 (28%)	15	2594	4	803
evm.model.HiC_scaffold_75.46	No Hit Found										
evm.model.HiC_scaffold_75.47	BLASTN1	931	CP068256.2	Homo sapiens isolate CHM13 chromosome 22	294	4e-66	660/928 (71%)	30	916	42803477	42804347
evm.model.HiC_scaffold_75.48	BLASTX1	191	KAG7174689.1	Neuroligin-4, X-linked-like 2 [Homarus americanus]	280	7e-27	51/63 (80%)	3	191	313	375
evm.model.HiC_scaffold_75.49	BLASTX1	1418	XP_014665031.1	PREDICTED: uncharacterized protein LOC106807252 [Priapulus caudatus]	451	5e-48	91/186 (48%)	873	1418	126	305
evm.model.HiC_scaffold_75.5	BLASTN1	303	XM_042373524.1	PREDICTED: Homarus americanus uncharacterized LOC121871305 (LOC121871305), mRNA	196	4e-40	232/317 (73%)	1	303	4594	4902
evm.model.HiC_scaffold_75.50	BLASTX1	1858	XP_042223224.1	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like [Homarus americanus]	472	5e-48	174/470 (37%)	244	1641	6	447
evm.model.HiC_scaffold_75.51	BLASTX1	548	KAG7174689.1	Neuroligin-4, X-linked-like 2 [Homarus americanus]	504	1e-59	93/111 (83%)	117	449	313	423
evm.model.HiC_scaffold_75.52	No Hit Found										
evm.model.HiC_scaffold_75.53	BLASTX1	555	XP_042211655.1	uncharacterized protein LOC121859061 [Homarus americanus]	734	7e-87	149/172 (86%)	4	519	238	409
evm.model.HiC_scaffold_75.54	BLASTX1	506	EDO42099.1	predicted protein [Nematostella vectensis]	281	1e-26	62/142 (43%)	70	495	33	169
evm.model.HiC_scaffold_75.55	BLASTX1	188	ROT80410.1	Beta-mannosidase [Penaeus vannamei]	154	1e-09	43/63 (68%)	2	187	579	641
evm.model.HiC_scaffold_75.56	BLASTX1	169	XP_022236297.1	neuropilin-1-like, partial [Limulus polyphemus]	107	2e-06	17/31 (54%)	2	94	36	66
evm.model.HiC_scaffold_75.57	BLASTX1	964	XP_014022973.1	PREDICTED: uncharacterized protein LOC106583365 [Salmo salar]	724	2e-90	164/290 (56%)	15	884	2	291
evm.model.HiC_scaffold_75.58	BLASTX1	202	XP_042869679.1	tolloid-like protein 2 [Penaeus japonicus]	232	4e-21	43/58 (74%)	3	176	180	237
evm.model.HiC_scaffold_75.59	No Hit Found										
evm.model.HiC_scaffold_75.6	BLASTX1	588	KAG9511367.1	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1, partial [Fragariocoptes setiger]	197	1e-13	39/78 (50%)	328	555	783	860
evm.model.HiC_scaffold_75.60	BLASTX1	316	KAG0721008.1	Beta-mannosidase [Chionoecetes opilio]	310	2e-30	63/109 (57%)	38	316	72	180
evm.model.HiC_scaffold_75.61	BLASTN1	728	LR722979.1	Thalassophryne amazonica genome assembly, chromosome: 14	331	5e-76	327/434 (75%)	294	727	40763737	40764167
evm.model.HiC_scaffold_75.62	BLASTX1	1017	XP_045112550.1	hemicentin-2-like [Portunus trituberculatus]	683	4e-77	134/218 (61%)	364	1017	528	738
evm.model.HiC_scaffold_75.63	No Hit Found										
evm.model.HiC_scaffold_75.64	BLASTX1	276	XP_042229136.1	balbiani ring protein 3-like [Homarus americanus]	149	4e-09	25/64 (39%)	10	201	34	97
evm.model.HiC_scaffold_75.65	BLASTX1	898	XP_045132220.1	LOW QUALITY PROTEIN: fas-binding factor 1-like [Portunus trituberculatus]	303	2e-26	93/214 (43%)	106	714	233	439
evm.model.HiC_scaffold_75.66	BLASTX1	202	XP_037793458.1	polyamine oxidase 1-like [Penaeus monodon]	198	4e-17	38/65 (58%)	4	198	75	138
evm.model.HiC_scaffold_75.67	BLASTN1	258	LR862370.1	Pipistrellus pipistrellus genome assembly, chromosome: 14	87	3e-10	70/87 (80%)	33	116	3585694	3585780
evm.model.HiC_scaffold_75.68	BLASTN1	513	OU452242.1	Furcula furcula genome assembly, chromosome: Z	170	9e-33	308/444 (69%)	33	474	6956843	6957236
evm.model.HiC_scaffold_75.69	BLASTX1	1483	AWQ60727.1	wsv119 [Shrimp white spot syndrome virus]AWQ62034.1 wsv119 [Shrimp white spot syndrome virus]AWQ63247.1 wsv119 [Shrimp white spot syndrome virus]	216	4e-14	50/144 (34%)	526	927	476	615
evm.model.HiC_scaffold_75.7	BLASTX2	344	KAG0708272.1	hypothetical protein GWK47_024037 [Chionoecetes opilio]	363	2e-39	69/86 (80%)	3	260	67	152
evm.model.HiC_scaffold_75.70	No Hit Found										
evm.model.HiC_scaffold_75.71	BLASTX1	150	XP_037788540.1	probable glutamate receptor [Penaeus monodon]	150	9e-10	25/47 (53%)	10	150	33	79
evm.model.HiC_scaffold_75.72	BLASTX1	681	XP_042882623.1	piggyBac transposable element-derived protein 2-like [Penaeus japonicus]	460	6e-49	87/155 (56%)	217	678	207	356
evm.model.HiC_scaffold_75.73	BLASTN1	346	OU343001.1	Lineus longissimus genome assembly, chromosome: 10	142	2e-25	164/223 (73%)	1	220	8412870	8413089
evm.model.HiC_scaffold_75.74	BLASTX1	663	XP_045112550.1	hemicentin-2-like [Portunus trituberculatus]	687	2e-79	134/218 (61%)	10	663	528	738
evm.model.HiC_scaffold_75.75	BLASTX1	170	XP_045112550.1	hemicentin-2-like [Portunus trituberculatus]	170	5e-12	32/56 (57%)	1	168	174	225
evm.model.HiC_scaffold_75.76	BLASTX1	2528	XP_042234929.1	periaxin-like [Homarus americanus]	951	1e-108	96/437 (21%)	37	1347	382	818
evm.model.HiC_scaffold_75.77	BLASTX1	552	XP_042238683.1	uncharacterized protein LOC121877119 [Homarus americanus]XP_042238684.1 uncharacterized protein LOC121877119 [Homarus americanus]	362	1e-36	66/181 (36%)	10	552	145	325
evm.model.HiC_scaffold_75.78	BLASTX1	276	XP_042229136.1	balbiani ring protein 3-like [Homarus americanus]	149	4e-09	25/64 (39%)	10	201	34	97
evm.model.HiC_scaffold_75.79	No Hit Found										
evm.model.HiC_scaffold_75.8	BLASTX1	910	XP_042228078.1	neurotrimin-like [Homarus americanus]	827	4e-107	155/233 (66%)	2	700	7	233
evm.model.HiC_scaffold_75.9	BLASTX1	750	XP_013856088.1	PREDICTED: GATA zinc finger domain-containing protein 14, partial [Austrofundulus limnaeus]	139	1e-05	56/180 (31%)	7	522	193	328
evm.model.HiC_scaffold_76.1	No Hit Found										
evm.model.HiC_scaffold_76.10	BLASTX1	1050	XP_033753203.1	prisilkin-39-like [Pecten maximus]	606	3e-72	129/300 (43%)	31	930	1	300
evm.model.HiC_scaffold_76.100	BLASTX1	759	XP_014662276.1	PREDICTED: uncharacterized protein LOC106805259 isoform X3 [Priapulus caudatus]	175	2e-10	35/101 (34%)	145	438	94	194
